SimpleName,num,MethodName
compareDocumentPosition,1,;javax.imageio.metadata.IIOMetadataNode.compareDocumentPosition(Node)
getBaseURI,2,;javax.imageio.metadata.IIOMetadataNode.getBaseURI();javax.xml.crypto.dom.DOMCryptoContext.getBaseURI()
setTopDown,1,;javax.imageio.plugins.bmp.BMPImageWriteParam.setTopDown(boolean)
isTopDown,1,;javax.imageio.plugins.bmp.BMPImageWriteParam.isTopDown()
getLengths,1,;javax.imageio.plugins.jpeg.JPEGHuffmanTable.getLengths()
getValues,3,;javax.imageio.plugins.jpeg.JPEGHuffmanTable.getValues();javax.sound.sampled.EnumControl.getValues();javax.swing.text.html.parser.AttributeList.getValues()
areTablesSet,2,;javax.imageio.plugins.jpeg.JPEGImageReadParam.areTablesSet();javax.imageio.plugins.jpeg.JPEGImageWriteParam.areTablesSet()
setDecodeTables,1,";javax.imageio.plugins.jpeg.JPEGImageReadParam.setDecodeTables(JPEGQTable[],JPEGHuffmanTable[],JPEGHuffmanTable[])"
unsetDecodeTables,1,;javax.imageio.plugins.jpeg.JPEGImageReadParam.unsetDecodeTables()
getQTables,2,;javax.imageio.plugins.jpeg.JPEGImageReadParam.getQTables();javax.imageio.plugins.jpeg.JPEGImageWriteParam.getQTables()
getDCHuffmanTables,2,;javax.imageio.plugins.jpeg.JPEGImageReadParam.getDCHuffmanTables();javax.imageio.plugins.jpeg.JPEGImageWriteParam.getDCHuffmanTables()
getACHuffmanTables,2,;javax.imageio.plugins.jpeg.JPEGImageReadParam.getACHuffmanTables();javax.imageio.plugins.jpeg.JPEGImageWriteParam.getACHuffmanTables()
setEncodeTables,1,";javax.imageio.plugins.jpeg.JPEGImageWriteParam.setEncodeTables(JPEGQTable[],JPEGHuffmanTable[],JPEGHuffmanTable[])"
unsetEncodeTables,1,;javax.imageio.plugins.jpeg.JPEGImageWriteParam.unsetEncodeTables()
setOptimizeHuffmanTables,1,;javax.imageio.plugins.jpeg.JPEGImageWriteParam.setOptimizeHuffmanTables(boolean)
getOptimizeHuffmanTables,1,;javax.imageio.plugins.jpeg.JPEGImageWriteParam.getOptimizeHuffmanTables()
getDefaultInstance,1,;javax.imageio.spi.IIORegistry.getDefaultInstance()
registerApplicationClasspathSpis,1,;javax.imageio.spi.IIORegistry.registerApplicationClasspathSpis()
onRegistration,1,";javax.imageio.spi.IIOServiceProvider.onRegistration(ServiceRegistry,Class&lt;?&gt;)"
onDeregistration,1,";javax.imageio.spi.IIOServiceProvider.onDeregistration(ServiceRegistry,Class&lt;?&gt;)"
getVendorName,1,;javax.imageio.spi.IIOServiceProvider.getVendorName()
getDescription,26,";javax.imageio.spi.IIOServiceProvider.getDescription(Locale);javax.management.MBeanFeatureInfo.getDescription();javax.management.MBeanInfo.getDescription();javax.management.StandardMBean.getDescription(MBeanInfo);javax.management.StandardMBean.getDescription(MBeanFeatureInfo);javax.management.StandardMBean.getDescription(MBeanAttributeInfo);javax.management.StandardMBean.getDescription(MBeanConstructorInfo);javax.management.StandardMBean.getDescription(MBeanConstructorInfo,MBeanParameterInfo,int);javax.management.StandardMBean.getDescription(MBeanOperationInfo);javax.management.StandardMBean.getDescription(MBeanOperationInfo,MBeanParameterInfo,int);javax.management.openmbean.CompositeType.getDescription(String);javax.management.openmbean.OpenType.getDescription();javax.management.relation.RoleInfo.getDescription();javax.sound.midi.MidiDevice.Info.getDescription();javax.sound.sampled.Mixer.Info.getDescription();javax.swing.ImageIcon.getDescription();javax.swing.JFileChooser.getDescription(File);javax.swing.LookAndFeel.getDescription();javax.swing.event.HyperlinkEvent.getDescription();javax.swing.filechooser.FileFilter.getDescription();javax.swing.filechooser.FileNameExtensionFilter.getDescription();javax.swing.filechooser.FileView.getDescription(File);javax.swing.plaf.metal.MetalLookAndFeel.getDescription();javax.swing.plaf.multi.MultiLookAndFeel.getDescription();javax.swing.plaf.nimbus.NimbusLookAndFeel.getDescription();javax.swing.plaf.synth.SynthLookAndFeel.getDescription()"
getInputClass,1,;javax.imageio.spi.ImageInputStreamSpi.getInputClass()
canUseCacheFile,2,;javax.imageio.spi.ImageInputStreamSpi.canUseCacheFile();javax.imageio.spi.ImageOutputStreamSpi.canUseCacheFile()
needsCacheFile,2,;javax.imageio.spi.ImageInputStreamSpi.needsCacheFile();javax.imageio.spi.ImageOutputStreamSpi.needsCacheFile()
createInputStreamInstance,2,";javax.imageio.spi.ImageInputStreamSpi.createInputStreamInstance(Object,boolean,File);javax.imageio.spi.ImageInputStreamSpi.createInputStreamInstance(Object)"
getOutputClass,1,;javax.imageio.spi.ImageOutputStreamSpi.getOutputClass()
createOutputStreamInstance,2,";javax.imageio.spi.ImageOutputStreamSpi.createOutputStreamInstance(Object,boolean,File);javax.imageio.spi.ImageOutputStreamSpi.createOutputStreamInstance(Object)"
getInputTypes,1,;javax.imageio.spi.ImageReaderSpi.getInputTypes()
canDecodeInput,1,;javax.imageio.spi.ImageReaderSpi.canDecodeInput(Object)
createReaderInstance,2,;javax.imageio.spi.ImageReaderSpi.createReaderInstance();javax.imageio.spi.ImageReaderSpi.createReaderInstance(Object)
isOwnReader,1,;javax.imageio.spi.ImageReaderSpi.isOwnReader(ImageReader)
getImageWriterSpiNames,1,;javax.imageio.spi.ImageReaderSpi.getImageWriterSpiNames()
getFormatNames,1,;javax.imageio.spi.ImageReaderWriterSpi.getFormatNames()
getFileSuffixes,1,;javax.imageio.spi.ImageReaderWriterSpi.getFileSuffixes()
getMIMETypes,1,;javax.imageio.spi.ImageReaderWriterSpi.getMIMETypes()
getPluginClassName,1,;javax.imageio.spi.ImageReaderWriterSpi.getPluginClassName()
isStandardStreamMetadataFormatSupported,1,;javax.imageio.spi.ImageReaderWriterSpi.isStandardStreamMetadataFormatSupported()
getNativeStreamMetadataFormatName,1,;javax.imageio.spi.ImageReaderWriterSpi.getNativeStreamMetadataFormatName()
getExtraStreamMetadataFormatNames,1,;javax.imageio.spi.ImageReaderWriterSpi.getExtraStreamMetadataFormatNames()
isStandardImageMetadataFormatSupported,1,;javax.imageio.spi.ImageReaderWriterSpi.isStandardImageMetadataFormatSupported()
getNativeImageMetadataFormatName,1,;javax.imageio.spi.ImageReaderWriterSpi.getNativeImageMetadataFormatName()
getExtraImageMetadataFormatNames,1,;javax.imageio.spi.ImageReaderWriterSpi.getExtraImageMetadataFormatNames()
getStreamMetadataFormat,1,;javax.imageio.spi.ImageReaderWriterSpi.getStreamMetadataFormat(String)
getImageMetadataFormat,1,;javax.imageio.spi.ImageReaderWriterSpi.getImageMetadataFormat(String)
getReaderServiceProviderName,1,;javax.imageio.spi.ImageTranscoderSpi.getReaderServiceProviderName()
getWriterServiceProviderName,1,;javax.imageio.spi.ImageTranscoderSpi.getWriterServiceProviderName()
createTranscoderInstance,1,;javax.imageio.spi.ImageTranscoderSpi.createTranscoderInstance()
isFormatLossless,1,;javax.imageio.spi.ImageWriterSpi.isFormatLossless()
getOutputTypes,1,;javax.imageio.spi.ImageWriterSpi.getOutputTypes()
canEncodeImage,2,;javax.imageio.spi.ImageWriterSpi.canEncodeImage(ImageTypeSpecifier);javax.imageio.spi.ImageWriterSpi.canEncodeImage(RenderedImage)
createWriterInstance,2,;javax.imageio.spi.ImageWriterSpi.createWriterInstance();javax.imageio.spi.ImageWriterSpi.createWriterInstance(Object)
isOwnWriter,1,;javax.imageio.spi.ImageWriterSpi.isOwnWriter(ImageWriter)
getImageReaderSpiNames,1,;javax.imageio.spi.ImageWriterSpi.getImageReaderSpiNames()
lookupProviders,2,";javax.imageio.spi.ServiceRegistry.lookupProviders(Class&lt;T&gt;,ClassLoader);javax.imageio.spi.ServiceRegistry.lookupProviders(Class&lt;T&gt;)"
getCategories,1,;javax.imageio.spi.ServiceRegistry.getCategories()
registerServiceProvider,3,";javax.imageio.spi.ServiceRegistry.registerServiceProvider(T,Class&lt;T&gt;);javax.imageio.spi.ServiceRegistry.registerServiceProvider(Object);javax.print.PrintServiceLookup.registerServiceProvider(PrintServiceLookup)"
registerServiceProviders,1,;javax.imageio.spi.ServiceRegistry.registerServiceProviders(Iterator&lt;?&gt;)
deregisterServiceProvider,2,";javax.imageio.spi.ServiceRegistry.deregisterServiceProvider(T,Class&lt;T&gt;);javax.imageio.spi.ServiceRegistry.deregisterServiceProvider(Object)"
getServiceProviders,2,";javax.imageio.spi.ServiceRegistry.getServiceProviders(Class&lt;T&gt;,boolean);javax.imageio.spi.ServiceRegistry.getServiceProviders(Class&lt;T&gt;,ServiceRegistry.Filter,boolean)"
getServiceProviderByClass,1,;javax.imageio.spi.ServiceRegistry.getServiceProviderByClass(Class&lt;T&gt;)
setOrdering,1,";javax.imageio.spi.ServiceRegistry.setOrdering(Class&lt;T&gt;,T,T)"
unsetOrdering,1,";javax.imageio.spi.ServiceRegistry.unsetOrdering(Class&lt;T&gt;,T,T)"
deregisterAll,2,;javax.imageio.spi.ServiceRegistry.deregisterAll(Class&lt;?&gt;);javax.imageio.spi.ServiceRegistry.deregisterAll()
isCached,5,;javax.imageio.stream.FileCacheImageInputStream.isCached();javax.imageio.stream.FileCacheImageOutputStream.isCached();javax.imageio.stream.ImageInputStreamImpl.isCached();javax.imageio.stream.MemoryCacheImageInputStream.isCached();javax.imageio.stream.MemoryCacheImageOutputStream.isCached()
isCachedFile,5,;javax.imageio.stream.FileCacheImageInputStream.isCachedFile();javax.imageio.stream.FileCacheImageOutputStream.isCachedFile();javax.imageio.stream.ImageInputStreamImpl.isCachedFile();javax.imageio.stream.MemoryCacheImageInputStream.isCachedFile();javax.imageio.stream.MemoryCacheImageOutputStream.isCachedFile()
isCachedMemory,5,;javax.imageio.stream.FileCacheImageInputStream.isCachedMemory();javax.imageio.stream.FileCacheImageOutputStream.isCachedMemory();javax.imageio.stream.ImageInputStreamImpl.isCachedMemory();javax.imageio.stream.MemoryCacheImageInputStream.isCachedMemory();javax.imageio.stream.MemoryCacheImageOutputStream.isCachedMemory()
flushBefore,4,;javax.imageio.stream.FileCacheImageOutputStream.flushBefore(long);javax.imageio.stream.ImageInputStreamImpl.flushBefore(long);javax.imageio.stream.MemoryCacheImageInputStream.flushBefore(long);javax.imageio.stream.MemoryCacheImageOutputStream.flushBefore(long)
checkClosed,1,;javax.imageio.stream.ImageInputStreamImpl.checkClosed()
setByteOrder,1,;javax.imageio.stream.ImageInputStreamImpl.setByteOrder(ByteOrder)
getByteOrder,1,;javax.imageio.stream.ImageInputStreamImpl.getByteOrder()
readBytes,2,";javax.imageio.stream.ImageInputStreamImpl.readBytes(IIOByteBuffer,int);javax.sql.rowset.serial.SQLInputImpl.readBytes()"
readUnsignedInt,1,;javax.imageio.stream.ImageInputStreamImpl.readUnsignedInt()
getStreamPosition,1,;javax.imageio.stream.ImageInputStreamImpl.getStreamPosition()
setBitOffset,1,;javax.imageio.stream.ImageInputStreamImpl.setBitOffset(int)
readBit,1,;javax.imageio.stream.ImageInputStreamImpl.readBit()
readBits,1,;javax.imageio.stream.ImageInputStreamImpl.readBits(int)
getFlushedPosition,1,;javax.imageio.stream.ImageInputStreamImpl.getFlushedPosition()
writeShorts,1,";javax.imageio.stream.ImageOutputStreamImpl.writeShorts(short[],int,int)"
writeInts,1,";javax.imageio.stream.ImageOutputStreamImpl.writeInts(int[],int,int)"
writeLongs,1,";javax.imageio.stream.ImageOutputStreamImpl.writeLongs(long[],int,int)"
writeFloats,1,";javax.imageio.stream.ImageOutputStreamImpl.writeFloats(float[],int,int)"
writeDoubles,1,";javax.imageio.stream.ImageOutputStreamImpl.writeDoubles(double[],int,int)"
writeBit,1,;javax.imageio.stream.ImageOutputStreamImpl.writeBit(int)
writeBits,1,";javax.imageio.stream.ImageOutputStreamImpl.writeBits(long,int)"
flushBits,1,;javax.imageio.stream.ImageOutputStreamImpl.flushBits()
visit,6,";javax.lang.model.util.AbstractAnnotationValueVisitor6.visit(AnnotationValue,P);javax.lang.model.util.AbstractAnnotationValueVisitor6.visit(AnnotationValue);javax.lang.model.util.AbstractElementVisitor6.visit(Element,P);javax.lang.model.util.AbstractElementVisitor6.visit(Element);javax.lang.model.util.AbstractTypeVisitor6.visit(TypeMirror,P);javax.lang.model.util.AbstractTypeVisitor6.visit(TypeMirror)"
visitUnknown,3,";javax.lang.model.util.AbstractAnnotationValueVisitor6.visitUnknown(AnnotationValue,P);javax.lang.model.util.AbstractElementVisitor6.visitUnknown(Element,P);javax.lang.model.util.AbstractTypeVisitor6.visitUnknown(TypeMirror,P)"
visitUnion,4,";javax.lang.model.util.AbstractTypeVisitor6.visitUnion(UnionType,P);javax.lang.model.util.AbstractTypeVisitor7.visitUnion(UnionType,P);javax.lang.model.util.SimpleTypeVisitor7.visitUnion(UnionType,P);javax.lang.model.util.TypeKindVisitor7.visitUnion(UnionType,P)"
visitIntersection,4,";javax.lang.model.util.AbstractTypeVisitor6.visitIntersection(IntersectionType,P);javax.lang.model.util.AbstractTypeVisitor8.visitIntersection(IntersectionType,P);javax.lang.model.util.SimpleTypeVisitor8.visitIntersection(IntersectionType,P);javax.lang.model.util.TypeKindVisitor8.visitIntersection(IntersectionType,P)"
fieldsIn,2,;javax.lang.model.util.ElementFilter.fieldsIn(Iterable&lt;?);javax.lang.model.util.ElementFilter.fieldsIn(Set&lt;?)
constructorsIn,2,;javax.lang.model.util.ElementFilter.constructorsIn(Iterable&lt;?);javax.lang.model.util.ElementFilter.constructorsIn(Set&lt;?)
methodsIn,2,;javax.lang.model.util.ElementFilter.methodsIn(Iterable&lt;?);javax.lang.model.util.ElementFilter.methodsIn(Set&lt;?)
typesIn,2,;javax.lang.model.util.ElementFilter.typesIn(Iterable&lt;?);javax.lang.model.util.ElementFilter.typesIn(Set&lt;?)
packagesIn,2,;javax.lang.model.util.ElementFilter.packagesIn(Iterable&lt;?);javax.lang.model.util.ElementFilter.packagesIn(Set&lt;?)
visitPackage,3,";javax.lang.model.util.ElementKindVisitor6.visitPackage(PackageElement,P);javax.lang.model.util.ElementScanner6.visitPackage(PackageElement,P);javax.lang.model.util.SimpleElementVisitor6.visitPackage(PackageElement,P)"
visitType,4,";javax.lang.model.util.ElementKindVisitor6.visitType(TypeElement,P);javax.lang.model.util.ElementScanner6.visitType(TypeElement,P);javax.lang.model.util.SimpleAnnotationValueVisitor6.visitType(TypeMirror,P);javax.lang.model.util.SimpleElementVisitor6.visitType(TypeElement,P)"
visitTypeAsAnnotationType,1,";javax.lang.model.util.ElementKindVisitor6.visitTypeAsAnnotationType(TypeElement,P)"
visitTypeAsClass,1,";javax.lang.model.util.ElementKindVisitor6.visitTypeAsClass(TypeElement,P)"
visitTypeAsEnum,1,";javax.lang.model.util.ElementKindVisitor6.visitTypeAsEnum(TypeElement,P)"
visitTypeAsInterface,1,";javax.lang.model.util.ElementKindVisitor6.visitTypeAsInterface(TypeElement,P)"
visitVariable,5,";javax.lang.model.util.ElementKindVisitor6.visitVariable(VariableElement,P);javax.lang.model.util.ElementScanner6.visitVariable(VariableElement,P);javax.lang.model.util.ElementScanner7.visitVariable(VariableElement,P);javax.lang.model.util.SimpleElementVisitor6.visitVariable(VariableElement,P);javax.lang.model.util.SimpleElementVisitor7.visitVariable(VariableElement,P)"
visitVariableAsEnumConstant,1,";javax.lang.model.util.ElementKindVisitor6.visitVariableAsEnumConstant(VariableElement,P)"
visitVariableAsExceptionParameter,1,";javax.lang.model.util.ElementKindVisitor6.visitVariableAsExceptionParameter(VariableElement,P)"
visitVariableAsField,1,";javax.lang.model.util.ElementKindVisitor6.visitVariableAsField(VariableElement,P)"
visitVariableAsLocalVariable,1,";javax.lang.model.util.ElementKindVisitor6.visitVariableAsLocalVariable(VariableElement,P)"
visitVariableAsParameter,1,";javax.lang.model.util.ElementKindVisitor6.visitVariableAsParameter(VariableElement,P)"
visitVariableAsResourceVariable,2,";javax.lang.model.util.ElementKindVisitor6.visitVariableAsResourceVariable(VariableElement,P);javax.lang.model.util.ElementKindVisitor7.visitVariableAsResourceVariable(VariableElement,P)"
visitExecutable,4,";javax.lang.model.util.ElementKindVisitor6.visitExecutable(ExecutableElement,P);javax.lang.model.util.ElementScanner6.visitExecutable(ExecutableElement,P);javax.lang.model.util.SimpleElementVisitor6.visitExecutable(ExecutableElement,P);javax.lang.model.util.SimpleTypeVisitor6.visitExecutable(ExecutableType,P)"
visitExecutableAsConstructor,1,";javax.lang.model.util.ElementKindVisitor6.visitExecutableAsConstructor(ExecutableElement,P)"
visitExecutableAsInstanceInit,1,";javax.lang.model.util.ElementKindVisitor6.visitExecutableAsInstanceInit(ExecutableElement,P)"
visitExecutableAsMethod,1,";javax.lang.model.util.ElementKindVisitor6.visitExecutableAsMethod(ExecutableElement,P)"
visitExecutableAsStaticInit,1,";javax.lang.model.util.ElementKindVisitor6.visitExecutableAsStaticInit(ExecutableElement,P)"
visitTypeParameter,3,";javax.lang.model.util.ElementKindVisitor6.visitTypeParameter(TypeParameterElement,P);javax.lang.model.util.ElementScanner6.visitTypeParameter(TypeParameterElement,P);javax.lang.model.util.SimpleElementVisitor6.visitTypeParameter(TypeParameterElement,P)"
scan,3,";javax.lang.model.util.ElementScanner6.scan(Iterable&lt;?,P);javax.lang.model.util.ElementScanner6.scan(Element,P);javax.lang.model.util.ElementScanner6.scan(Element)"
defaultAction,3,";javax.lang.model.util.SimpleAnnotationValueVisitor6.defaultAction(Object,P);javax.lang.model.util.SimpleElementVisitor6.defaultAction(Element,P);javax.lang.model.util.SimpleTypeVisitor6.defaultAction(TypeMirror,P)"
visitBoolean,1,";javax.lang.model.util.SimpleAnnotationValueVisitor6.visitBoolean(boolean,P)"
visitByte,1,";javax.lang.model.util.SimpleAnnotationValueVisitor6.visitByte(byte,P)"
visitChar,1,";javax.lang.model.util.SimpleAnnotationValueVisitor6.visitChar(char,P)"
visitDouble,1,";javax.lang.model.util.SimpleAnnotationValueVisitor6.visitDouble(double,P)"
visitFloat,1,";javax.lang.model.util.SimpleAnnotationValueVisitor6.visitFloat(float,P)"
visitInt,1,";javax.lang.model.util.SimpleAnnotationValueVisitor6.visitInt(int,P)"
visitLong,1,";javax.lang.model.util.SimpleAnnotationValueVisitor6.visitLong(long,P)"
visitShort,1,";javax.lang.model.util.SimpleAnnotationValueVisitor6.visitShort(short,P)"
visitString,1,";javax.lang.model.util.SimpleAnnotationValueVisitor6.visitString(String,P)"
visitEnumConstant,1,";javax.lang.model.util.SimpleAnnotationValueVisitor6.visitEnumConstant(VariableElement,P)"
visitAnnotation,1,";javax.lang.model.util.SimpleAnnotationValueVisitor6.visitAnnotation(AnnotationMirror,P)"
visitArray,2,";javax.lang.model.util.SimpleAnnotationValueVisitor6.visitArray(List&lt;?,P);javax.lang.model.util.SimpleTypeVisitor6.visitArray(ArrayType,P)"
visitPrimitive,2,";javax.lang.model.util.SimpleTypeVisitor6.visitPrimitive(PrimitiveType,P);javax.lang.model.util.TypeKindVisitor6.visitPrimitive(PrimitiveType,P)"
visitNull,1,";javax.lang.model.util.SimpleTypeVisitor6.visitNull(NullType,P)"
visitDeclared,1,";javax.lang.model.util.SimpleTypeVisitor6.visitDeclared(DeclaredType,P)"
visitError,1,";javax.lang.model.util.SimpleTypeVisitor6.visitError(ErrorType,P)"
visitTypeVariable,1,";javax.lang.model.util.SimpleTypeVisitor6.visitTypeVariable(TypeVariable,P)"
visitWildcard,1,";javax.lang.model.util.SimpleTypeVisitor6.visitWildcard(WildcardType,P)"
visitNoType,2,";javax.lang.model.util.SimpleTypeVisitor6.visitNoType(NoType,P);javax.lang.model.util.TypeKindVisitor6.visitNoType(NoType,P)"
visitPrimitiveAsBoolean,1,";javax.lang.model.util.TypeKindVisitor6.visitPrimitiveAsBoolean(PrimitiveType,P)"
visitPrimitiveAsByte,1,";javax.lang.model.util.TypeKindVisitor6.visitPrimitiveAsByte(PrimitiveType,P)"
visitPrimitiveAsShort,1,";javax.lang.model.util.TypeKindVisitor6.visitPrimitiveAsShort(PrimitiveType,P)"
visitPrimitiveAsInt,1,";javax.lang.model.util.TypeKindVisitor6.visitPrimitiveAsInt(PrimitiveType,P)"
visitPrimitiveAsLong,1,";javax.lang.model.util.TypeKindVisitor6.visitPrimitiveAsLong(PrimitiveType,P)"
visitPrimitiveAsChar,1,";javax.lang.model.util.TypeKindVisitor6.visitPrimitiveAsChar(PrimitiveType,P)"
visitPrimitiveAsFloat,1,";javax.lang.model.util.TypeKindVisitor6.visitPrimitiveAsFloat(PrimitiveType,P)"
visitPrimitiveAsDouble,1,";javax.lang.model.util.TypeKindVisitor6.visitPrimitiveAsDouble(PrimitiveType,P)"
visitNoTypeAsVoid,1,";javax.lang.model.util.TypeKindVisitor6.visitNoTypeAsVoid(NoType,P)"
visitNoTypeAsPackage,1,";javax.lang.model.util.TypeKindVisitor6.visitNoTypeAsPackage(NoType,P)"
visitNoTypeAsNone,1,";javax.lang.model.util.TypeKindVisitor6.visitNoTypeAsNone(NoType,P)"
getAttributeName,3,;javax.management.AttributeChangeNotification.getAttributeName();javax.management.AttributeValueExp.getAttributeName();javax.xml.stream.util.StreamReaderDelegate.getAttributeName(int)
getAttributeType,2,;javax.management.AttributeChangeNotification.getAttributeType();javax.xml.stream.util.StreamReaderDelegate.getAttributeType(int)
isNotificationEnabled,3,;javax.management.AttributeChangeNotificationFilter.isNotificationEnabled(Notification);javax.management.NotificationFilterSupport.isNotificationEnabled(Notification);javax.management.relation.MBeanServerNotificationFilter.isNotificationEnabled(Notification)
enableAttribute,1,;javax.management.AttributeChangeNotificationFilter.enableAttribute(String)
disableAttribute,1,;javax.management.AttributeChangeNotificationFilter.disableAttribute(String)
disableAllAttributes,1,;javax.management.AttributeChangeNotificationFilter.disableAllAttributes()
getEnabledAttributes,1,;javax.management.AttributeChangeNotificationFilter.getEnabledAttributes()
apply,3,;javax.management.AttributeValueExp.apply(ObjectName);javax.management.ObjectName.apply(ObjectName);javax.management.StringValueExp.apply(ObjectName)
setMBeanServer,5,;javax.management.AttributeValueExp.setMBeanServer(MBeanServer);javax.management.ObjectName.setMBeanServer(MBeanServer);javax.management.QueryEval.setMBeanServer(MBeanServer);javax.management.StringValueExp.setMBeanServer(MBeanServer);javax.management.remote.rmi.RMIServerImpl.setMBeanServer(MBeanServer)
loadClassWithout,2,";javax.management.DefaultLoaderRepository.loadClassWithout(ClassLoader,String);javax.management.loading.DefaultLoaderRepository.loadClassWithout(ClassLoader,String)"
getFieldValue,2,;javax.management.ImmutableDescriptor.getFieldValue(String);javax.management.modelmbean.DescriptorSupport.getFieldValue(String)
getFieldValues,2,;javax.management.ImmutableDescriptor.getFieldValues(String...);javax.management.modelmbean.DescriptorSupport.getFieldValues(String...)
getFieldNames,2,;javax.management.ImmutableDescriptor.getFieldNames();javax.management.modelmbean.DescriptorSupport.getFieldNames()
setField,2,";javax.management.ImmutableDescriptor.setField(String,Object);javax.management.modelmbean.DescriptorSupport.setField(String,Object)"
removeField,2,;javax.management.ImmutableDescriptor.removeField(String);javax.management.modelmbean.DescriptorSupport.removeField(String)
newMBeanProxy,2,";javax.management.JMX.newMBeanProxy(MBeanServerConnection,ObjectName,Class&lt;T&gt;);javax.management.JMX.newMBeanProxy(MBeanServerConnection,ObjectName,Class&lt;T&gt;,boolean)"
newMXBeanProxy,2,";javax.management.JMX.newMXBeanProxy(MBeanServerConnection,ObjectName,Class&lt;T&gt;);javax.management.JMX.newMXBeanProxy(MBeanServerConnection,ObjectName,Class&lt;T&gt;,boolean)"
isMXBeanInterface,1,;javax.management.JMX.isMXBeanInterface(Class&lt;?&gt;)
isIs,1,;javax.management.MBeanAttributeInfo.isIs()
getDescriptor,9,";javax.management.MBeanFeatureInfo.getDescriptor();javax.management.MBeanInfo.getDescriptor();javax.management.modelmbean.ModelMBeanAttributeInfo.getDescriptor();javax.management.modelmbean.ModelMBeanConstructorInfo.getDescriptor();javax.management.modelmbean.ModelMBeanInfoSupport.getDescriptor(String);javax.management.modelmbean.ModelMBeanInfoSupport.getDescriptor(String,String);javax.management.modelmbean.ModelMBeanInfoSupport.getDescriptor();javax.management.modelmbean.ModelMBeanNotificationInfo.getDescriptor();javax.management.modelmbean.ModelMBeanOperationInfo.getDescriptor()"
getOperations,1,;javax.management.MBeanInfo.getOperations()
getNotifications,1,;javax.management.MBeanInfo.getNotifications()
getNotifTypes,1,;javax.management.MBeanNotificationInfo.getNotifTypes()
getImpact,2,;javax.management.MBeanOperationInfo.getImpact();javax.management.StandardMBean.getImpact(MBeanOperationInfo)
newMBeanServerDelegate,1,;javax.management.MBeanServerBuilder.newMBeanServerDelegate()
newMBeanServer,3,";javax.management.MBeanServerBuilder.newMBeanServer(String,MBeanServer,MBeanServerDelegate);javax.management.MBeanServerFactory.newMBeanServer();javax.management.MBeanServerFactory.newMBeanServer(String)"
getMBeanServerId,1,;javax.management.MBeanServerDelegate.getMBeanServerId()
getSpecificationName,1,;javax.management.MBeanServerDelegate.getSpecificationName()
getImplementationName,1,;javax.management.MBeanServerDelegate.getImplementationName()
getNotificationInfo,10,;javax.management.MBeanServerDelegate.getNotificationInfo();javax.management.NotificationBroadcasterSupport.getNotificationInfo();javax.management.StandardEmitterMBean.getNotificationInfo();javax.management.modelmbean.RequiredModelMBean.getNotificationInfo();javax.management.monitor.CounterMonitor.getNotificationInfo();javax.management.monitor.GaugeMonitor.getNotificationInfo();javax.management.monitor.StringMonitor.getNotificationInfo();javax.management.relation.RelationService.getNotificationInfo();javax.management.remote.JMXConnectorServer.getNotificationInfo();javax.management.timer.Timer.getNotificationInfo()
addNotificationListener,6,";javax.management.MBeanServerDelegate.addNotificationListener(NotificationListener,NotificationFilter,Object);javax.management.NotificationBroadcasterSupport.addNotificationListener(NotificationListener,NotificationFilter,Object);javax.management.StandardEmitterMBean.addNotificationListener(NotificationListener,NotificationFilter,Object);javax.management.modelmbean.RequiredModelMBean.addNotificationListener(NotificationListener,NotificationFilter,Object);javax.management.remote.rmi.RMIConnectionImpl.addNotificationListener(ObjectName,ObjectName,MarshalledObject,MarshalledObject,Subject);javax.management.remote.rmi.RMIConnectionImpl_Stub.addNotificationListener(ObjectName,ObjectName,MarshalledObject,MarshalledObject,Subject)"
removeNotificationListener,12,";javax.management.MBeanServerDelegate.removeNotificationListener(NotificationListener,NotificationFilter,Object);javax.management.MBeanServerDelegate.removeNotificationListener(NotificationListener);javax.management.NotificationBroadcasterSupport.removeNotificationListener(NotificationListener);javax.management.NotificationBroadcasterSupport.removeNotificationListener(NotificationListener,NotificationFilter,Object);javax.management.StandardEmitterMBean.removeNotificationListener(NotificationListener);javax.management.StandardEmitterMBean.removeNotificationListener(NotificationListener,NotificationFilter,Object);javax.management.modelmbean.RequiredModelMBean.removeNotificationListener(NotificationListener);javax.management.modelmbean.RequiredModelMBean.removeNotificationListener(NotificationListener,NotificationFilter,Object);javax.management.remote.rmi.RMIConnectionImpl.removeNotificationListener(ObjectName,ObjectName,Subject);javax.management.remote.rmi.RMIConnectionImpl.removeNotificationListener(ObjectName,ObjectName,MarshalledObject,MarshalledObject,Subject);javax.management.remote.rmi.RMIConnectionImpl_Stub.removeNotificationListener(ObjectName,ObjectName,MarshalledObject,MarshalledObject,Subject);javax.management.remote.rmi.RMIConnectionImpl_Stub.removeNotificationListener(ObjectName,ObjectName,Subject)"
sendNotification,5,;javax.management.MBeanServerDelegate.sendNotification(Notification);javax.management.NotificationBroadcasterSupport.sendNotification(Notification);javax.management.StandardEmitterMBean.sendNotification(Notification);javax.management.modelmbean.RequiredModelMBean.sendNotification(Notification);javax.management.modelmbean.RequiredModelMBean.sendNotification(String)
releaseMBeanServer,1,;javax.management.MBeanServerFactory.releaseMBeanServer(MBeanServer)
createMBeanServer,2,;javax.management.MBeanServerFactory.createMBeanServer();javax.management.MBeanServerFactory.createMBeanServer(String)
findMBeanServer,1,;javax.management.MBeanServerFactory.findMBeanServer(String)
